Tarih;Ömerli;Darlik;Elmali;Terkos;B.çekmece;Sazlidere;Alibey;Kazandere;Pabuçdere
28.07.2013;0;0;0;0;0;0;0;0;0
29.07.2013;0;0;0;0;0;0;0;0;0
30.07.2013;0;0;0;0;0;0;0;0;0
31.07.2013;0;0;0;0;0;0;0;0;0
1.08.2013;3,03;7,44;1,54;1,33;0;0;1,6;0;0
2.08.2013;0;0;9,25;0,71;1,2;3,6;35,81;0;0
3.08.2013;0;0;0;0;0;0;0;0;0
4.08.2013;0;0;0;0;0;0;0;0;0
5.08.2013;0;0;0;0;0;0;0;0;0
6.08.2013;0;0;0;0;0;0;0;0;0
7.08.2013;0;0;0;0;0;0;0;0;0
8.08.2013;0;0;0;0;0;0;0;0;0
9.08.2013;0;0;0;0;0;0;0;0;0
10.08.2013;0;0;0;0;0;0;0;0;0
11.08.2013;0;0;0;0;0;0;0;0;0
12.08.2013;0;0;0;0;0;0;0;0;0
13.08.2013;0;0;0;0;0;0;0;0;0
14.08.2013;0;0;0;0;0;0;0;0;0
15.08.2013;0;0;0;0;0;0;0;0;0
16.08.2013;0;0;0;0;0;0;0;0;0
17.08.2013;0;0;0;0;0;0;0;0;0
18.08.2013;0;0;0;0;0;0;0;0;0
19.08.2013;0;0;0;0;0;0;0;0;0
20.08.2013;0;0;0;0;0;0;0;0;0
21.08.2013;0;0;0;0;0;0;0;0;0
22.08.2013;0;0;0;0;0;0;0;0;0
23.08.2013;0;0;0;0;0;0;0;0;0
24.08.2013;0;0;0;0;0;0;0;0;0
25.08.2013;0;0;0;0;0;0;0;0;0
26.08.2013;0;0;0;0;0;0;0;0;0
27.08.2013;0;0;0;0;0,09;0;0;0;0
28.08.2013;0;0;0;0;0;0;0;0;0
29.08.2013;0;0;0;0;0;0;0;0;0
30.08.2013;0;0;0;0;0;0;0;3,9;0
31.08.2013;0;0;0;0;0;0;0;2,01;0,98
1.09.2013;0;0;0;0;0;0;0;0;0
2.09.2013;0;0;0;0;0;0;0;0;0
3.09.2013;0;0;0;0;0;0;0;0;0
4.09.2013;0;2,02;0,48;0;0;0;0;2,23;1,69
5.09.2013;0;3,52;3,7;0;0;0,48;0,78;2,11;0
6.09.2013;0;0;0;0;0;0;0;0;0
7.09.2013;0;0;0;0;0;0;0;0;0
8.09.2013;0;0;0;0;0;0;0;0;0
9.09.2013;13,58;5;0;2,73;0;0;0;0;0
10.09.2013;0;0;0;0;0;0;0;2,1;0
11.09.2013;0;0;0;0;0;0;0;0;0
12.09.2013;0;0;0;0;0;0;0;0;0
13.09.2013;0;0;0;0;0;0;0;0;0
14.09.2013;1,78;1,92;2,07;6,45;3,09;2,9;1,68;1,21;30
15.09.2013;0;0,01;0;0,74;0,1;0;0,19;1,32;3
16.09.2013;0;0;0;0;0;0;0;0;0
17.09.2013;0;0;0;0;0;0;0;0;0
18.09.2013;0;0,6;0;1,5;0;0;3,44;0;0,49
19.09.2013;0;0;0;9,25;0;0;0;6;7,56
20.09.2013;1,28;3,81;1,09;0,73;0,1;0,4;0;0;0
21.09.2013;0;0;0;0;0;0;0;0;0
22.09.2013;0;0;0;0;0;0;0;0;0
23.09.2013;5,95;16,37;4,64;9,24;1,48;6,18;2,44;1,21;5,63
24.09.2013;0,8;0,61;0,5;0,7;0;0;0;1,31;0
25.09.2013;0;0;0;0;0;0;0;0;0
26.09.2013;0;0;0;0;0;0;0;0;0
27.09.2013;0;0;0;0;0;0;0;0;0
28.09.2013;0,2;2,54;1,97;1,7;8,06;3,3;5,03;2,5;2,6
29.09.2013;0;0;0;0;0;0;0;0;0
30.09.2013;0;0;0;0;0;0;0;0;0
1.10.2013;0;0;0;2,95;2;0;1,1;0;0
2.10.2013;9,98;11,82;13,73;30,45;15,5;16,07;13,21;10;7,45
3.10.2013;10,18;16,37;5,52;7,72;1,9;3,85;3,71;0,68;0,56
4.10.2013;9,98;3,22;4,48;1,67;0,1;1,44;9,22;0;0
5.10.2013;4,5;5,89;2,73;2,16;0;2,73;2,6;0;0
6.10.2013;1,65;11,02;0,36;0,65;0,09;0;0,14;0,06;0
7.10.2013;0;0;0;0;0;0;0;0;0
8.10.2013;0;0;0;0;0;0;0;0;0
9.10.2013;0;0;0;0;0;0;0;0;0
10.10.2013;0;0;0;0;0;0;0;0;0
11.10.2013;0;0;0;0;0;0;0;0;0
12.10.2013;0;0;0;0;0;0;0;0;0
13.10.2013;0;0;0;0;0;0;0;0;0
14.10.2013;0;0;0;0;0;0;0;0;0
15.10.2013;0;0;0;0;0;0;0;0;0
16.10.2013;0;0;0;0;0;0;0;0;0
17.10.2013;10,98;7,54;7;8,72;10,34;7,75;13,2;11,5;16,23
18.10.2013;19,43;8,62;19,45;53,06;32;22;16,62;52;56,94
19.10.2013;33,43;38,73;11;0,92;3,7;6,89;4,3;8;6
20.10.2013;2,05;1,7;0;0,67;0;0;0;0;0
21.10.2013;0;0;0;0;0;0;0;0;0
22.10.2013;0;0;0;0;0;0;0;0;0
23.10.2013;0;0;0;0;0;0;0;0;0
24.10.2013;0;0;0;0;0;0;0;0;0
25.10.2013;0;0;0;0;0;0;0;0;0
26.10.2013;0;0;0;0;0;0;0;0;0
27.10.2013;0;0;0;0;0;0;0;0;0
28.10.2013;0;0;0;0;0;0;0;0;0
29.10.2013;0;0;0;0;0;0;0;0;0
30.10.2013;0;0;0;0;0;0;0;0;0
31.10.2013;0;0;0;0;0;0;0;0;0
1.11.2013;0;0;0;0;0;0;0;0;0
2.11.2013;0;0;0;0;0;0;0;0;0
3.11.2013;0;0;0;0;0;0;0;0;0
4.11.2013;0;0;0;0;0;0;0;0;0
5.11.2013;0;0;0;0;0;0;0;0;0
6.11.2013;0;0;0;0;0;0;0;0;0
7.11.2013;4,03;5,02;7,81;22,35;12,98;9,1;8,47;15,41;14,1
8.11.2013;8,78;10,52;5,09;2,7;4,44;6,54;5,32;0;0,06
9.11.2013;0;0;0;0;0;0;0;0;0
10.11.2013;0;0;0;0;0;0;0;0;0
11.11.2013;0;0;0;0;0;0;0;0;0
12.11.2013;0;0;0;0;0;0;0;0;0
13.11.2013;0;0;0;0;0;0;0;0;0
14.11.2013;0;0,18;0;0,65;0,05;0;0,19;0,06;0
15.11.2013;0;0,5;0;0,78;0;0;0,19;1,08;0,49
16.11.2013;0;0,5;0;0,71;0,17;0;0,43;0,06;0,08
17.11.2013;0;0;0,03;0,66;0,11;0;0,18;0;0
18.11.2013;0;0;0;0;0;0;0;0;0
19.11.2013;0;0;0;0;0;0;0;0;1,5
20.11.2013;0;0;0;0;0;0;0;0;0
21.11.2013;0,2;0;1,8;4,33;1,02;1,91;1,89;0;15,22
22.11.2013;1,48;1,1;2,1;0,9;0,82;0,76;1,56;0;2,01
23.11.2013;0;0,19;0,66;0,79;0,51;0;0,5;5,45;6
24.11.2013;0;0;0;0;0;0;0;0;0
25.11.2013;0;0;2,06;2,68;3,95;4,34;5,7;1,95;2,11
26.11.2013;10,73;9,62;8,44;13,99;9,67;8,29;2,62;2,4;2,51
27.11.2013;0,08;1,62;1,22;2,58;2,83;6,04;4,66;9,7;11,03
28.11.2013;7,35;19,39;5,59;54,29;12,84;15,16;6;107;110,63
29.11.2013;0,2;2,02;0;1,01;0;0;2,6;0;0
30.11.2013;0;0;0;0;0;0;0;0;0
1.12.2013;0,25;0;0;0,76;0,11;0,11;0,17;0,05;0,07
2.12.2013;0;0;0;0,65;0,12;0,1;0,17;0,05;0,78
3.12.2013;4,13;11,12;7,1;2,3;1,98;3,43;2,54;1,16;0,79
4.12.2013;0;0;0;0;0;0;0;0;0
5.12.2013;0;0;0;0;0;0;0;0;0
6.12.2013;0;0;0;0;0;0;0;0;0
7.12.2013;2,93;2,91;7,2;1,65;10,57;9,99;13,5;0,6;0,4
8.12.2013;5,88;8,62;3,41;0,65;0;0,9;0;0;0
9.12.2013;0;0,6;0;0;0;0;0;0;0
10.12.2013;4,03;7,12;4,43;5,65;2,62;2,59;6,55;0;1,99
11.12.2013;5,88;8;3,85;5,77;1,57;2,68;4,2;0;4,83
12.12.2013;9,1;12,82;2;1,55;5,06;6,71;10,52;0;0
13.12.2013;2,75;3,41;0;13,42;0,98;3,63;2,12;14,2;6,82
14.12.2013;0,5;3,41;0;8,29;1,15;1,3;1,03;0;1,7
15.12.2013;0;0;0;0;0;0;0;0;0
16.12.2013;0;0;0;0;0;0;0;0;0
17.12.2013;1,01;0,99;1;6,41;6,34;7,9;7,82;4,5;4,88
18.12.2013;0,99;3,14;2;6,39;3,86;5,77;2,83;1,06;1,79
19.12.2013;0;0;0;0;0;0;0;0;0
20.12.2013;0;0;0;0;0;0;0;0;0
21.12.2013;0;0;0;0;0;0;0;0;0
22.12.2013;0;0,01;0;0,86;0,53;0;0,15;0;0
23.12.2013;0;0;0;0;0;0;0;0;0
24.12.2013;0;0;0;0;0;0;0;0;0
25.12.2013;0;0;0;0;0;0;0;0;0
26.12.2013;0;0;0;0;0;0;0;0;0
27.12.2013;0;0;0;0;0;0;0;0;0
28.12.2013;0;0;0;0;0;0;0;0;0
29.12.2013;0;0,01;0;0,64;0,05;0;0,17;0,46;0
30.12.2013;0;0;0;0;0;0;0;0;0
31.12.2013;0;0;0;0;0,11;0;1,2;0;0
1.01.2014;0,23;0,41;0;0,63;1,07;0,34;0,16;0;0
2.01.2014;0;0;0;0;0;0;1,6;0;0,68
3.01.2014;0;0;0;0,64;0,79;0;0,16;0;0,9
4.01.2014;0;0;0;0;0;0;0;0;0
5.01.2014;0;0;0;0;0;0;0;0;0
6.01.2014;0;0;0;0;0;0;0;0;0
7.01.2014;0;0;0;0;0;0;0;0;0
8.01.2014;0;0;0;0;0;0;0;0;0
9.01.2014;0;0;0;0;0;0;0;0;0
10.01.2014;0;0;0;0;0;0;0;0;0
11.01.2014;0;0;0;0;0;0;0;0;0
12.01.2014;0;0;0;0;0;0;0;0;0
13.01.2014;0;0;0;0;0;0;0;0;0
14.01.2014;0;0;0;0;0;0;0;0;0
15.01.2014;0;0;0;0;0;0;0;0;0
16.01.2014;0;0;0;0,89;2;1,07;0,6;0;0,07
17.01.2014;2,53;1,11;1,72;2,17;2,03;3,41;1,76;5,17;5,51
18.01.2014;0;0;0;0;0;0;0;0;0
19.01.2014;0;0;0;0;0;0;0;0;0
20.01.2014;0;0;0;0;0;0;0;0;0
21.01.2014;0;0;0;0;0;0;0;0;0
22.01.2014;3,83;4,42;6,35;7,47;3,95;4,16;7,11;4,5;4,63
23.01.2014;0;0,9;0;1,68;0;0;0;0;0,38
24.01.2014;0;1,58;0;1,69;0;0;0,19;0;0
25.01.2014;0,7;0,89;0,5;1,76;1,27;0,8;1;1,06;8,42
26.01.2014;3,43;2,84;2,45;2,55;2,3;3,72;3,14;13;12,6
27.01.2014;0,35;0,44;0,94;9,68;10,9;6,56;4,7;11,07;10,12
28.01.2014;0,35;0,71;0,31;2,64;2,07;1,16;2;0,99;0,55
29.01.2014;5,03;3,53;3,91;9,8;3,97;4,19;5,09;33,4;37,2
30.01.2014;5,4;5,82;3,65;1,68;1,79;1,04;1,7;15;16,3
31.01.2014;0;0;0;0;0;0;0;0;0
1.02.2014;0,38;1,22;0;0,63;0,3;0;0,15;0;2
2.02.2014;0;0;0;0;0;0;0;0;0
3.02.2014;0;0;0;0;0;0;0;0;0
4.02.2014;0;0;0;0;0;0;0;0;0
5.02.2014;0;0;0;0;0;0;0;0;0
6.02.2014;0;0;0;0;0;0;0;0;0
7.02.2014;0;0;0;0;0;0;0;0;0
8.02.2014;0;0;0;0;0;0;0;0;0
9.02.2014;0;0;0;0,79;0;0;0,19;0;0,37
10.02.2014;0,35;0,97;4,16;0,83;2,24;2,08;6;0,06;0,78
11.02.2014;0;0;0;0;0;0;0;0;0
12.02.2014;0;0;0;0;0;0;0;0;0
13.02.2014;0;0;0;0;0;0;0;0;0
14.02.2014;0,99;2,42;1,51;2,8;4,84;2,81;3,71;0;0
15.02.2014;4,03;1,8;6,57;8,69;6,65;5,08;7,93;2,2;2,1
16.02.2014;4,63;8,73;3,14;4,07;0,11;1,18;1,58;0;0
17.02.2014;0;0;0;0;0;0;0;0;0
18.02.2014;0;0;0;0;0;0;0;0;0
19.02.2014;0;0;0;0;0;0;0;0;0
20.02.2014;0;0;0;0;0;0;0;0;0
21.02.2014;0;0;0;0;0;0;0;0;0
22.02.2014;0;0;0;0;0;0;0;0;0
23.02.2014;0;0;0;0;0;0;0;0;0
24.02.2014;0,45;0,5;3,3;9,59;2,84;3,47;1,5;3,5;3,4
25.02.2014;9,28;8,44;8,3;4,66;1,24;3,22;4,01;4;3,2
26.02.2014;3,03;6,33;1;2,9;1,37;3,07;5;0,6;0,5
27.02.2014;0;0;0;0;0;0;0;0;0
28.02.2014;0;0;0;0;0;0;0;0;0
1.03.2014;0;0;0;0,88;0,62;0;0,17;0;1
2.03.2014;0;0,2;0;1,4;1;0,35;0,2;0;0,9
3.03.2014;0;0;0;0,91;0;0;0;3,2;3,42
4.03.2014;0,18;0,41;0,36;1,66;0,1;0,48;0,19;2,7;3,41
5.03.2014;0;0;0;0;0;0;0;1,05;1,19
6.03.2014;3,63;2,75;3,46;1,53;1,55;0,8;3;4,5;5,03
7.03.2014;0;0;0;0;0;0;0;0;0
8.03.2014;0;1,11;0;5,94;0;0;0;0;0
9.03.2014;9,28;13,77;9,71;18,89;6,28;11,39;11,72;13;13,42
10.03.2014;4,03;4,22;4,03;12,07;4,33;7,51;11,6;18;19,5
11.03.2014;24,28;34,93;22,17;43,26;23,27;24,49;20,39;65,12;68,2
12.03.2014;3,73;5,83;3,25;3,61;2,67;2,97;2,23;1,7;1,77
13.03.2014;0;0;0;0;0;0;0;0;0
14.03.2014;0;0;0;0;0;0;0;0;0
15.03.2014;0;0;0;0;0;0;0;0;0
16.03.2014;0;0,02;0;0,8;0,16;0;0,17;1,09;0
17.03.2014;1,78;1,42;1,81;2,67;0,75;1,05;1,05;1,06;0,08
18.03.2014;0;1,43;0;0,68;0,35;0;0;0,39;0,49
19.03.2014;0;0;0;0,66;0;0;0;0;0
20.03.2014;7,1;5,72;12,95;11,22;7,55;8,54;11,83;14,5;14,43
21.03.2014;1,18;5,93;0,4;0;0;1,24;0,17;5,04;0,37
22.03.2014;0;0;0;0;0;0;0;0;0
23.03.2014;0;0;0;0;0;0;0;0;0
24.03.2014;0;0;0;0;0;0;0;0;0
25.03.2014;0;0;0;0;0;0;0;0;0
26.03.2014;0;0;1,48;1,28;0;0,21;0;0,3;0,38
27.03.2014;9,3;6,53;7,75;0;4,2;4,54;5,31;1,4;1,49
28.03.2014;0;0;0;0;0;0;0;0;0
29.03.2014;2,35;4,23;3,54;3,66;1,81;2,07;6,48;16,57;21,5
30.03.2014;1,38;4,22;0,2;0,65;0,59;0,91;0,16;0,48;0,38
31.03.2014;0;0;0;0;0;0;0;0;0
1.04.2014;0;0;0;0;0;0;0;0;0
2.04.2014;0;0;0;0;0;0;0;0;0
3.04.2014;0;0;0;0;0;0;0;0;0
4.04.2014;0;0;0;0;0;0;0;0;0
5.04.2014;0;0;0;0;0;0;0;0;0
6.04.2014;0;0;0;0;0;0;0;0;0
7.04.2014;0;0;0;0;0;0;0;0;0
8.04.2014;0;0;0;0;0;0;0;0;0
9.04.2014;0;0;0;0;0;0;0;0;0
10.04.2014;0;0;0;0;0;0;0;0;0
11.04.2014;10,85;8,23;13,1;8,21;7,97;7,89;11,64;2,19;6,53
12.04.2014;0,8;1,41;1,13;5,64;5,31;5,91;2,32;2,49;2,6
13.04.2014;0,75;1,71;1,41;5,67;1,4;1,91;1,74;6,64;7,05
14.04.2014;0;0;0;0;0;0;0;3;3,42
15.04.2014;0;0;0;0;0;0;0;0;0
16.04.2014;0;0;0;0;0;0;0;0;0
17.04.2014;0;0;0;0;0;0;0;0;0
18.04.2014;0;0;0;0;0;0;0;0;0
19.04.2014;5,5;0,43;2,22;3,04;1,3;0,8;2,95;1,7;2,2
20.04.2014;0;0;0;0;0;0;0;0;0
21.04.2014;0;1,62;0;0;0;1,47;0;0;0
22.04.2014;0;0;0;0;0;0;0;0;0
23.04.2014;0;0;0;0;0;0;0;0;0
24.04.2014;0;0;0;0;0;0;0;0;0
25.04.2014;0,65;0,42;0,85;1,99;0,59;0,74;0,38;1,09;1,5
26.04.2014;0;0;0;0;0;0;0;0;0
27.04.2014;0;0;0;0;0;0;0;0;0
28.04.2014;3,13;2,02;3,25;3,18;3,2;5,06;3,74;4;8,52
29.04.2014;2,93;7,74;9,75;6,7;5,38;9,29;12,92;7,86;9,64
30.04.2014;0;0;0;0;0;0;0;0;0
1.05.2014;0,65;0,6;1,15;4,83;4,51;3,36;0,21;0,45;0,5
2.05.2014;0,78;4,42;0,55;0,67;3,28;1,02;1,84;2;2,3
3.05.2014;0;0;0;0;0;0;0;2;1,7
4.05.2014;0;0;0;1,49;3,02;1,19;0,7;1,08;1,18
5.05.2014;2,03;2,24;3,08;5,6;3,33;6,09;6,82;0;0
6.05.2014;5,08;11,02;6,27;2,44;6,26;4,29;2,63;7,44;8,34
7.05.2014;0;0;0;0;0;0;0;0;0
8.05.2014;0;0;0;0;0;0;0;0;0
9.05.2014;2,23;4,31;2,07;1,5;0;0,47;2,03;0;0
10.05.2014;11,18;17,79;14,99;45,32;14,44;19,72;23,46;26;31,02
11.05.2014;4,3;2,49;8,27;4,2;6,93;7,59;0,96;8,98;9,73
12.05.2014;0;0,73;0;0;0;0;0;0;0
13.05.2014;0;0;0;0;0;0;0;0;0
14.05.2014;0;0;0;0;0;0;0;1,92;2,41
15.05.2014;0;0;0;0;0;0;0;0;0
16.05.2014;0;0;0;0;0;0;0;0;0
17.05.2014;0;0;0;0;0;0;0;0;0
18.05.2014;0;0;0;0;0;0;0;0;0
19.05.2014;0;0;0;1,8;0;0;0;0;0
20.05.2014;0;0;0;0;0;0;0;0;0
21.05.2014;0;0;0;0;0;0;0;0;0
22.05.2014;0;0;0;0;0;0;0;0;0
23.05.2014;0;0;0;0;0;0;0;0;0
24.05.2014;0;0;0;0;0;0;0;0;0
25.05.2014;0;0;0;0;0;0;0;0;0
26.05.2014;0;0;0;0;0;0;0;0;0
27.05.2014;0;0;0;0;0;0;0;0;0
28.05.2014;0;0;0;0;0;0;0;0;0
29.05.2014;0;0;0;0;0;0;0;0;0
30.05.2014;0,83;1,92;2,34;1,84;3,6;1,32;1,87;5,46;7,24
31.05.2014;26,35;2,23;16,28;0,8;1,84;7,94;13,76;2,72;4,53
1.06.2014;0;6,03;0;4,35;0,11;0;0,21;10,08;6,82
2.06.2014;2,03;9,04;2,03;0,74;15,99;0,67;1,66;2,83;5,42
3.06.2014;8,55;3,22;9,95;46,82;25,03;10,38;11,45;2,4;2
4.06.2014;0;0;1,3;0;1,07;0,21;0,66;0;0
5.06.2014;17,1;10,74;6,5;38,16;13,53;11,91;9,68;47;41,38
6.06.2014;12,15;3,14;2,5;18,58;5,94;7,77;5,82;33;32,04
7.06.2014;16,8;12,34;4,65;4,86;0,65;1;5,83;0,92;1,2
8.06.2014;0;0;0,81;0,71;0;0;0,2;0,9;0
9.06.2014;0;0;0,64;0,75;0;0;0;0;0,06
10.06.2014;0;0;0;0;0;0;0;0;0
11.06.2014;0;0;0;0;0;0;0;0;0
12.06.2014;0;0;0;0;0;0;0;0;0
13.06.2014;0;0;0;0;0;0;0;0;0
14.06.2014;0;0;0;0;0;0;0;0;0
15.06.2014;0;0;0;0,4;0;0;0;3,33;2,19
16.06.2014;0;0;0;0;0,6;1;0;0;0
17.06.2014;7,58;0;8,63;0;0;31,28;13,58;0;0
18.06.2014;0;0;0;0;0;0;0;0;0
19.06.2014;0;0;0;0;0;0;0;6;4,53
20.06.2014;11,08;2,45;4,03;19,75;1,79;3,11;5,07;1,04;12,53
21.06.2014;0;0;0;0;0;0;0;3,85;4,84
22.06.2014;0;2,72;0;11,64;2,17;7,29;20,48;30,1;36,77
23.06.2014;0;0;0;0;0;0;0;0;0
24.06.2014;0;0;0;0;0;0;0;0;0
25.06.2014;0;0;0;0;0;0;0;0;0
26.06.2014;0;0;0;0;0;0;0;0;0
27.06.2014;0;0;0;0;0;0;0;0;0
28.06.2014;0;0;0;0;0;0;0;0;0
29.06.2014;0;0;0;0;0;0;0;0;0
30.06.2014;0;0;0;0;0;0;0;0;0
1.07.2014;0;0;0;0;0;0;0;0;0
2.07.2014;0;0;0;0;0;0;0;0;0
3.07.2014;0;0;0;0;0;0;0;0;0
4.07.2014;0;0;0;0;0;0;0;0;0
5.07.2014;0;8,44;0;1,56;5,03;4,26;17,56;2,63;4,02
6.07.2014;0;0;0;0;0;0;0;0;0
7.07.2014;0;0;0;0;0;0;0;0;0
8.07.2014;0;0;0;0;0;0;0;0;0
9.07.2014;0;0;0;0;0;0;0;0;0
10.07.2014;0;0;0;0;0;0;0;0;0
11.07.2014;0;0;0;0;0;0;0;0;0
12.07.2014;0;0;0;0;0;0;0;0;0
13.07.2014;0;0;1,2;2,82;0;1,03;7,37;1,53;2,11
14.07.2014;0;0;0;0;0;0;0;0;0
15.07.2014;0;0;0;0;0;0;0;0;0
16.07.2014;0,83;4,24;0;0,81;0;1,79;1,22;0;0
17.07.2014;0;0;0;0;0;0;0;0;0
18.07.2014;0;0;0;0;0;0;0;0;0
19.07.2014;36,85;0,83;0,1;3,62;0;0;0;0;0
20.07.2014;14,28;4,24;4,4;3,6;0;74,01;43,62;5;5
21.07.2014;4,3;0,62;0;0;0;0;0;0;0
22.07.2014;0;0;0;0;0;0;0;0;0
23.07.2014;0;0;0;0;0;0;0;0;0
24.07.2014;0;0;0;0;0;0;0;0;0
25.07.2014;3,03;0,64;0;1,35;0;39,13;6,17;22,86;37,01
26.07.2014;4,83;0;0;5,19;0;2;0;0;0
27.07.2014;0;0;0;0;0;0;0;0;0
28.07.2014;0;0;0;0;0;0;0;0;0
29.07.2014;0;0;0;0;0;0;0;0;0
30.07.2014;0;0;0;0;0;0;0;0;0
31.07.2014;0;0;0;0;0;0;0;0;0
1.08.2014;0;0;0;0;0;0;0;0;0
2.08.2014;0;0;0;0;0;0;0;0;0
3.08.2014;24,09;9,56;17,09;14,69;2,65;4,19;60,54;0;0
4.08.2014;0;0;0;82,72;0;0;0;0;0
5.08.2014;0;0;0;0;0;0;0;0;0
6.08.2014;0;0;0;0;0;0;0;0;0
7.08.2014;0;0;0;0;0;0;0;0;0
8.08.2014;8,75;10,78;9,94;37,08;64,59;27,16;14,92;1,23;1,5
9.08.2014;0,65;0,51;0,73;0,9;0;0;2,42;15,98;17
10.08.2014;1,05;6,15;13,21;0,96;2,45;2,15;8,33;0;0
11.08.2014;0;0;0;0;0;0;0;0;0
12.08.2014;0;0;0;0;0;0;0;0;0
13.08.2014;0;0;0;0;0;0;0;0;0
14.08.2014;0;0;0;0;0;0;0;0;0
15.08.2014;0;0;0;0;0;0;0;0;0
16.08.2014;0;0;0;0;0;0;0;0;0
17.08.2014;0;0;0;0;0;0;0;0;0
18.08.2014;11,3;23,99;6,37;4,69;1,54;2,37;12,79;12,44;13,1
19.08.2014;11,48;20,46;3,51;0;0;0;5,08;0;0
20.08.2014;0;0;0;0;0;0;0;0,51;0,7
21.08.2014;0;0;0;0;0;0;0;0;0
22.08.2014;0;0;0;0;0;0;0;0;0
23.08.2014;0;0;0;0;0;0;0;0;0
24.08.2014;0;0;0;0;0;0;0;0;0
25.08.2014;0;0;0;0;0;0;0;0;0
26.08.2014;0;0;0;0;0;0;0;0;0
27.08.2014;0;0;0;0;0;0;0;0;0
28.08.2014;0;0;0;0;0;0;0;0;0
29.08.2014;0;0;0;0;0;0;0;0;0
30.08.2014;0;0;0;0;0;0;0;0;0
31.08.2014;0;0;0;0;0;0;0;0;0
1.09.2014;0;0;0;0;0;0;0;0;0
2.09.2014;0;0;0;0;0;0;0;0;0
3.09.2014;0;0;0;0;0;0;0;0;0
4.09.2014;9,08;2,73;3,6;13,61;12,01;8,19;9,33;14,2;22,33
5.09.2014;0;0;0;0;0;0;0;0;0
6.09.2014;0;0;0;0;0;0;0;14,72;19,15
7.09.2014;7,1;1,64;7,58;41,74;0,8;3,49;47,6;26,34;16,47
8.09.2014;1,25;1,13;3,79;4,17;0;5,55;2,27;0,3;0,08
9.09.2014;2,83;15,88;3,16;15,2;2,29;3,71;2,56;1,5;1,61
10.09.2014;0;0;0;0;0;0;0;0;0
11.09.2014;0;0;0;0;0;0;0;0;0
12.09.2014;0;0;0;0;0;0;0;0;0
13.09.2014;0;0;0;0;0;0;0;0;0
14.09.2014;0;0;0;0;0;0;0;0,4;0,56
15.09.2014;0;1,63;0;1,52;0;0;0;0,45;0,56
16.09.2014;0;2,84;0;0;0;0;0;0;0
17.09.2014;0;10,65;10,69;5,48;0;0;0;34,85;31,84
18.09.2014;1,1;1,41;3,65;40,04;6,64;16,51;80,7;62,79;49,58
19.09.2014;11,3;10,15;16,07;30,55;9,71;22,35;27,32;23,21;22,89
20.09.2014;0;0;0,23;0,7;0;0;0,17;2,93;1,48
21.09.2014;0;0;0,14;0,76;0;0;0,18;0,09;0,06
22.09.2014;0;0;0;0;0;0;0;0;0
23.09.2014;7,18;3,64;4;14,94;6,31;8,36;3,63;18,73;17,34
24.09.2014;2,03;7,25;2,17;7,23;4,82;4,32;4,44;20,04;24,08
25.09.2014;0;0;0;0;0;0;0;0;0
26.09.2014;0;0;0;0;0;0;0;0;0
27.09.2014;16,4;35,29;20,78;24,25;15,82;19,5;20,54;49,01;34,17
28.09.2014;34,45;30,97;14,35;37,08;13,42;37,02;48,37;69,18;73,07
29.09.2014;47,23;15,17;0,13;8,45;11,18;12,66;5,79;4,13;3,5
30.09.2014;0;0;0;0;0;0;0;0;0
1.10.2014;0;0;0;0;0;0;0;0;0
2.10.2014;0;0;0;0;0;0;0;0;0
3.10.2014;0;0;0;0;0;0;0;0;0
4.10.2014;0;0,72;0;0;0;0;0;0;0
5.10.2014;0;2,82;0;0;0;0;0;0;0
6.10.2014;0;0;0;0;0;0;0;0;0
7.10.2014;0;0;0;0;0;0;0;0;0
8.10.2014;0;0;0;0;0;0;0;0;0
9.10.2014;0;0;0;0;0;0;0;0;0
10.10.2014;0;1,53;0;0;0;0;0;0;0
11.10.2014;0;0;0;0;0;0;0;0;0
12.10.2014;0;0;0;0;0;0;0;0;0
13.10.2014;0;0;0;0;0;0;0;0;0
14.10.2014;0;0;0;0;0;0;0;0;0
15.10.2014;0;0;0;0;0;0;0;0;0
16.10.2014;0;0;0;0;0;0;0;0;0
17.10.2014;0;0,11;0,42;1,28;0;0,53;0,77;0,08;0,07
18.10.2014;0;0,1;0,17;0,84;0;0;0,21;0;0
19.10.2014;0,95;5,73;3,02;2,47;0;2,03;3,73;3,96;3,61
20.10.2014;0,95;0;0;0,4;0;0;0;0;0
21.10.2014;0;0;0;0;0;0;0;0;0
22.10.2014;0;0;0;0;0;0;0;0;0
23.10.2014;0;0;0;0;0;0;0;0;0
24.10.2014;0,83;0,52;1,66;2,59;0,67;1,32;0,7;2,53;2,92
25.10.2014;4,03;4,73;4,88;36,35;27,19;12,75;6,11;107,65;94,2
26.10.2014;3,03;1,42;0,12;2,64;5,51;3,92;0,3;32,87;27,5
27.10.2014;6,06;31,08;7,48;102,67;9,46;44,42;8,09;41,11;33,7
28.10.2014;10,7;22,97;3,98;10,14;4,41;4,86;2,14;9,64;6,63
29.10.2014;3,13;3,5;1,36;5,43;1,4;9;1,5;2,08;1,6
30.10.2014;9,3;11,74;7,88;5,17;2,7;2,8;7,57;32,04;29,8
31.10.2014;20,5;34,19;20,22;25,83;5,73;9,17;20,2;28,09;25,92
1.11.2014;19,87;25,88;9,86;11,24;3,68;6,03;5,32;3,08;2,51
2.11.2014;0;0;0;0,9;1,46;0;0;0;0
3.11.2014;0;0;0;0;0;0;0;0;0
